"gamma"	"tau"	"n2"	"n1"	"loadings"	"varw"	"ASR"	"Pwr"	"cr"	"secr"	"biascr"	"RBcr"	"RSEBcr"	"MSEcr"
"176"	0.2	0.1	200	20	2	2	0.992	0.42	0.184687311807565	0.105773913072623	-0.0153126881924348	-0.0765634409621742	0.0246103243208521	0.0108915942765294
"212"	0.2	0.1	200	20	3	2	0.997	0.417	0.161171199534344	0.0944119358504772	-0.0388288004656562	-0.194144002328281	-0.00763651111654075	0.0105590026538309
"5"	0.2	0.25	50	10	1	1	0.965	0.13	0.209210662588937	0.251676847005727	0.00921066258893746	0.0460533129446873	-0.0098627787517444	0.0646942433565168
"41"	0.2	0.25	50	10	2	1	0.973	0.117	0.173285356428887	0.228235447398442	-0.026714643571113	-0.133573217855565	-0.0493323739148791	0.0583516562004252
"77"	0.2	0.25	50	10	3	1	0.969	0.129	0.155425353969927	0.203028668111404	-0.044574646030073	-0.222873230150365	-0.030966642490558	0.0458841452881003
"113"	0.2	0.25	50	10	1	2	0.965	0.129	0.209776314275287	0.250515882321706	0.00977631427528669	0.0488815713764335	-0.0311312301242758	0.0669516110623706
"149"	0.2	0.25	50	10	2	2	0.969	0.115	0.176283123220865	0.230054946234646	-0.0237168767791352	-0.118584383895676	-0.0163776743073401	0.0552648920445854
"185"	0.2	0.25	50	10	3	2	0.961	0.107	0.162832965605283	0.203573898585668	-0.0371670343947173	-0.185835171973587	0.00341143482000199	0.0425424053511842
"23"	0.2	0.25	50	20	1	1	0.999	0.164	0.204589234367766	0.225135143982929	0.00458923436776568	0.0229461718388284	-0.036515159715307	0.0546215859125328
"59"	0.2	0.25	50	20	2	1	0.993	0.149	0.177649656381732	0.201736151897712	-0.0223503436182682	-0.111751718091341	-0.0188859658311797	0.0427789060559921
"95"	0.2	0.25	50	20	3	1	0.998	0.133	0.155910417138038	0.18187187909859	-0.044089582861962	-0.22044791430981	-0.0146595070803053	0.0360128176046965
"131"	0.2	0.25	50	20	1	2	0.996	0.137	0.186938185477733	0.224922036775386	-0.0130618145222668	-0.0653090726113342	-0.014342132867487	0.052243494839191
"167"	0.2	0.25	50	20	2	2	0.999	0.173	0.193325655781215	0.202532562335822	-0.00667434421878518	-0.0333717210939259	-0.0603238636417848	0.0464996382583597
"203"	0.2	0.25	50	20	3	2	1	0.144	0.158935099758609	0.181187914058436	-0.0410649002413909	-0.205324501206954	-0.0294770863333444	0.03653986350856
"11"	0.2	0.25	100	10	1	1	0.995	0.189	0.194239911931874	0.180181327390704	-0.00576008806812633	-0.0288004403406317	0.0302241840922128	0.0306215308755236
"47"	0.2	0.25	100	10	2	1	0.998	0.205	0.178333177567296	0.161856101945155	-0.0216668224327037	-0.108334112163519	-0.0343658711101916	0.0285647037245265
"83"	0.2	0.25	100	10	3	1	0.999	0.172	0.153364086940437	0.145309561389634	-0.0466359130595634	-0.233179565297817	0.0131921063774265	0.0227435110413583
"119"	0.2	0.25	100	10	1	2	0.999	0.195	0.193409129672806	0.180319573856436	-0.0065908703271936	-0.032954351635968	-0.00222942054931425	0.0327040544457676
"155"	0.2	0.25	100	10	2	2	0.997	0.179	0.180045888607473	0.163087960667157	-0.0199541113925273	-0.0997705569626367	0.05048071978393	0.0245009740736081
"191"	0.2	0.25	100	10	3	2	0.995	0.199	0.161554280113326	0.146041652942756	-0.0384457198866743	-0.192228599433372	-0.00474947606350656	0.0230102855107305
"29"	0.2	0.25	100	20	1	1	1	0.246	0.202754910862356	0.160611715864555	0.00275491086235577	0.0137745543117788	-0.0102438778466098	0.0263404507416095
"65"	0.2	0.25	100	20	2	1	1	0.216	0.177299691735149	0.145372245528612	-0.0227003082648514	-0.113501541324257	-0.0134977084459152	0.0222306523688615
"101"	0.2	0.25	100	20	3	1	1	0.235	0.164480308280246	0.129388868168599	-0.0355196917197545	-0.177598458598772	0.03163801527139	0.0169920262977828
"137"	0.2	0.25	100	20	1	2	0.999	0.218	0.191757005375156	0.161119618436381	-0.00824299462484449	-0.0412149731242224	0.0151439430778738	0.025258725737383
"173"	0.2	0.25	100	20	2	2	0.997	0.229	0.178787421216912	0.145621596772908	-0.0212125787830884	-0.106062893915442	-0.0237412906147793	0.0226995492865172
"209"	0.2	0.25	100	20	3	2	1	0.221	0.154405163387896	0.130309534181141	-0.0455948366121044	-0.227974183060522	-0.0221801915572099	0.0198385522233907
"17"	0.2	0.25	200	10	1	1	0.999	0.37	0.209127382943126	0.128159328165821	0.00912738294312551	0.0456369147156276	0.0144759132251739	0.0160427239777575
"53"	0.2	0.25	200	10	2	1	0.999	0.365	0.182540587959893	0.115593722618314	-0.0174594120401069	-0.0872970602005343	0.00277693226942432	0.0135928375212117
"89"	0.2	0.25	200	10	3	1	0.999	0.336	0.161325353430775	0.103391239034629	-0.0386746465692253	-0.193373232846126	0.00546133422777807	0.0120696656047134
"125"	0.2	0.25	200	10	1	2	0.999	0.368	0.208941395102077	0.12831274267623	0.00894139510207731	0.0447069755103865	-0.0448845039580202	0.0181278949969197
"161"	0.2	0.25	200	10	2	2	1	0.344	0.181493512563684	0.116480061620732	-0.0185064874363158	-0.0925324371815789	-0.0276382610439088	0.0146923433410365
"197"	0.2	0.25	200	10	3	2	1	0.34	0.1593011249556	0.103490624929493	-0.0406988750444004	-0.203494375222002	-0.00635198267458153	0.0125040787543609
"35"	0.2	0.25	200	20	1	1	0.996	0.422	0.201013486565562	0.114703754208466	0.00101348656556186	0.00506743282780928	-0.00507039735303196	0.0132924219833156
"71"	0.2	0.25	200	20	2	1	0.998	0.41	0.178937104013068	0.103337208168871	-0.0210628959869316	-0.105314479934658	-0.0211463002617704	0.0115885891869957
"107"	0.2	0.25	200	20	3	1	0.999	0.405	0.156947858303186	0.0924661489709546	-0.0430521416968137	-0.215260708484068	-0.0170268038138598	0.0107022422934045
"143"	0.2	0.25	200	20	1	2	0.998	0.405	0.199707057157533	0.114939851079812	-0.000292942842467198	-0.00146471421233599	-0.00170387954095614	0.0132563909903325
"179"	0.2	0.25	200	20	2	2	0.998	0.43	0.182975487435839	0.103599306803453	-0.0170245125641606	-0.0851225628208029	-0.0310358466801424	0.0117212039173547
"215"	0.2	0.25	200	20	3	2	1	0.368	0.156696357459001	0.0925266825112757	-0.0433036425409993	-0.216518212704996	-0.0101490162555256	0.010612849415553
"1"	0	0.1	50	10	1	1	0.781	0.045	-0.01060645079036	0.26537582786634	-0.01060645079036	NA	0.0281498324773328	0.066733306356835
"37"	0	0.1	50	10	2	1	0.747	0.041	0.00592590603155994	0.239453420816183	0.00592590603155994	NA	-0.00576976660266776	0.0580404809227267
"73"	0	0.1	50	10	3	1	0.754	0.058	-0.00332149340485735	0.21454276539069	-0.00332149340485735	NA	-0.0436388523817751	0.0503360457537385
"109"	0	0.1	50	10	1	2	0.767	0.045	0.00143180747173555	0.267282366455574	0.00143180747173555	NA	0.0320132334055417	0.0670785021497411
"145"	0	0.1	50	10	2	2	0.726	0.06	0.00455954944780174	0.240691777429386	0.00455954944780174	NA	-0.0333125027436509	0.0620148816859473
"181"	0	0.1	50	10	3	2	0.776	0.044	0.0064882582521637	0.215563188783749	0.0064882582521637	NA	0.0305195043617898	0.0437980121800227
"19"	0	0.1	50	20	1	1	0.939	0.061	-0.00417857361203189	0.231207622801507	-0.00417857361203189	NA	-0.0240657440249608	0.056143341629603
"55"	0	0.1	50	20	2	1	0.953	0.039	0.000438982124238018	0.208114989178055	0.000438982124238018	NA	-0.0130749463403065	0.0444672483273366
"91"	0	0.1	50	20	3	1	0.95	0.052	0.0072047531239047	0.184945605012109	0.0072047531239047	NA	0.00302794746669631	0.0340505811754079
"127"	0	0.1	50	20	1	2	0.949	0.046	-0.00318631575650506	0.231262496302037	-0.00318631575650506	NA	-0.0166027806540571	0.0553136333926082
"163"	0	0.1	50	20	2	2	0.949	0.062	0.00480362967128554	0.210509898469108	0.00480362967128554	NA	-0.00586224130364847	0.0448616605119842
"199"	0	0.1	50	20	3	2	0.948	0.042	-0.00377294235203043	0.186538336215778	-0.00377294235203043	NA	0.0181698813680746	0.033579934871982
"7"	0	0.1	100	10	1	1	0.896	0.052	0.0121333234713083	0.187349617082719	0.0121333234713083	NA	0.00868203987145355	0.0346454658226801
"43"	0	0.1	100	10	2	1	0.898	0.061	0.00110225317334115	0.16912800862439	0.00110225317334115	NA	-0.0283215255594674	0.0302972578461914
"79"	0	0.1	100	10	3	1	0.911	0.05	0.000641910667966963	0.151923250673152	0.000641910667966963	NA	0.0149412981531276	0.022406531137319
"115"	0	0.1	100	10	1	2	0.904	0.043	-0.000938729185009384	0.187438680082803	-0.000938729185009384	NA	0.0219206967294041	0.0336430546086103
"151"	0	0.1	100	10	2	2	0.892	0.046	-0.00539404891199192	0.169445261131402	-0.00539404891199192	NA	0.0141611932225671	0.0279445615239235
"187"	0	0.1	100	10	3	2	0.893	0.064	-0.00179610441781987	0.151614988232037	-0.00179610441781987	NA	-0.0608152487445382	0.0260636938178486
"25"	0	0.1	100	20	1	1	0.992	0.045	-0.00619138176286647	0.165122101631801	-0.00619138176286647	NA	-0.00153175384406997	0.0273873614455048
"61"	0	0.1	100	20	2	1	0.993	0.046	0.00199928596810071	0.148270857682581	0.00199928596810071	NA	-0.00723370368937648	0.022309784106118
"97"	0	0.1	100	20	3	1	0.994	0.046	0.00472957993013947	0.132459576785115	0.00472957993013947	NA	-0.00370918114573661	0.0176987953509312
"133"	0	0.1	100	20	1	2	0.997	0.053	-0.00566753833933004	0.165102251723761	-0.00566753833933004	NA	-0.00867731302139622	0.0277701694151729
"169"	0	0.1	100	20	2	2	0.985	0.057	-0.00028713793356835	0.149189931674033	-0.00028713793356835	NA	-0.0165814317104378	0.0230146183667102
"205"	0	0.1	100	20	3	2	0.99	0.047	0.00593263874760401	0.132848325830723	0.00593263874760401	NA	-0.0133722029074926	0.0181655165351404
"13"	0	0.1	200	10	1	1	0.981	0.055	-0.00133004424959375	0.132775679677899	-0.00133004424959375	NA	-0.0126042230508815	0.018084105048532
"49"	0	0.1	200	10	2	1	0.971	0.05	-0.00530750441663088	0.119507794209596	-0.00530750441663088	NA	0.00617692066392386	0.0141354649371857
"85"	0	0.1	200	10	3	1	0.986	0.047	-0.00469709334066976	0.10715999355343	-0.00469709334066976	NA	0.0147885726633008	0.0111730731016578
